,peak_id,peak_name,pk_name_2,location,height_m,himal,region,open,unlisted,trekking,restrict,country_host,country_status,year,season,expid,summiter_country,summiters
334,PATR,Patrasi Himal,Kande Hiunchuli North,Kanjiroba Himal (NE of Kande Huinchuli),6450,Kanjiroba,Kanjiroba-Far West,True,False,False,,Nepal only,Unclimbed,0,Unknown,,,Unclimbed
335,PAWR,Pawar Central,Chaar Baatsa,Pawar Himal (N of Larkya La),6621,Peri,Annapurna-Damodar-Peri,False,True,False,,Nepal only,Climbed,2015,Spring,PAWR15101,France,"Paulo Grobel, Frank Bonhomme, Christian Hurgon, Dhan Bahadur Magar, Dipen  Nuppa Bhote, Jangbu Sherpa, Rajan Lama Bhote"
336,PBUK,Pabuk Kang,Kangata,Ohmi Kangri Himal (E of Nangamari I on Tibetan border),6244,Janak/Ohmi Kangri,Kangchenjunga-Janak,True,False,False,Opened in 2003,Nepal & China,Unclimbed,0,Unknown,,,Unclimbed
337,PEMK,Pemthang Karpo Ri,"Dome Blanc, Kan Karmo",Jugal Himal (NNW of Dorje Lhakpa on Tibetan border),6865,Jugal,Langtang-Jugal,True,False,False,Opened in 2014,Nepal & China,Climbed,1955,Spring,PEMK55101,"Switzerland, Nepal","Raymond Lambert, Ang Norbu Sherpa, Kami Tshering Sherpa, Pasang Sherpa, Pemba Gyaltzen Sherpa"
338,PEMR,Pemthang Ri,,Jugal Himal (N of Pemthang Karpo Ri on Tibetan border),6743,Jugal,Langtang-Jugal,False,True,False,,Nepal & China,Unclimbed,0,Unknown,,,
339,PERH,Peri Himal,,Peri Himal (SE of Cheo Himal on Tibetan border),6296,Peri,Annapurna-Damodar-Peri,True,False,False,Opened in 2014,Nepal & China,Unclimbed,0,Unknown,,,Unclimbed
340,PERI,Peri,,Langtang Himal (SE of Langtang Ri on Tibetan border),6174,Langtang,Langtang-Jugal,True,False,False,Opened in 2014,Nepal & China,Climbed,2016,Autumn,PERI16301,"Italy, Nepal","Werner Frei, Pasang Sherpa, Sandesh Sherpa"
341,PETH,Pethangtse,,Khumbu Himal (NW of Makalu on Tibetan border),6739,Khumbu,Khumbu-Rolwaling-Makalu,True,False,False,Opened in 2002,Nepal & China,Climbed,1954,Spring,PETH54101,"New Zealand, Nepal","Michael Ball, Norman Hardie, Brian Wilkins, Urkien Sherpa"
342,PHAR,Pharilapcha,,Khumbu Himal (SW of Gokyo Lake),6017,Khumbu,Khumbu-Rolwaling-Makalu,False,False,True,Opened in 2002,Nepal only,Climbed,2003,Spring,PHAR03101,Nepal,"Dinesh Devkota, Ongchu Sherpa, Namgyal Sherpa, Lhakpa Sherpa"
343,PHNG,Phungi,,Peri Himal (SE of Ratna Chuli on Tibetan border),6524,Peri,Annapurna-Damodar-Peri,True,False,False,Opened in 2014,Nepal & China,Unclimbed,0,Unknown,,,Unclimbed
344,PHNH,Phungi Himal,,Manaslu Himal (W of Manaslu),6538,Manaslu/Mansiri,Manaslu-Ganesh,True,False,False,Opened in 2003,Nepal only,Climbed,2017,Autumn,PHNH17301,Russia,"Yuri Koshelenko, Akeksei Lonchinskiy"
345,PHOL,Phole,,Kangchenjunga Himal (W of Kumbhakarna and Sobitongie),6645,Kangchenjunga/Simhalila,Kangchenjunga-Janak,True,False,False,Opened in 2002,Nepal only,Unclimbed,0,Unknown,,,Unclimbed
346,PHUG,Phu Kang Go,"Phu Khang Go, Athahra Saya Khola Himal",Peri Himal (SE of Cheo on Tibetan border),6767,Peri,Annapurna-Damodar-Peri,True,False,False,Opened in 2014,Nepal & China,Climbed,2011,Autumn,PHUG11301,"France, Belgium","Paulo Grobel, Benoit Van Lerberghe"
347,PHUK,Phu Kang,Phu Khang,Peri Himal (N of Cheo Himal on Tibetan border),6694,Peri,Annapurna-Damodar-Peri,True,False,False,Opened in 2003,Nepal & China,Unclimbed,0,Unknown,,,Unclimbed
348,PHUN,Phu Kang North,Phu Khang North,Peri Himal (N of Cheo Himal on Tibetan border),6580,Peri,Annapurna-Damodar-Peri,True,False,False,Opened in 2014,Nepal & China,Unclimbed,0,Unknown,,,Unclimbed
349,PHUR,Phurbi Chhyachu,Phurbi Ghyachu,Jugal Himal (SE of Dorje Lhakpa on Tibetan border),6637,Jugal,Langtang-Jugal,True,False,False,,Nepal & China,Climbed,1982,Spring,PHUR82101,"Japan, Nepal","Shintaro Kurokawa, Fumihito Ogawa, Hiromitsu Okamoto, Takashi Shingaki, Hajime Takigami, Ang Phuri Lama, Pemba Lama Sherpa"
350,PIMU,Pimu,Pamalka,Rolwaling Himal (N of Tesi Laptsa),6344,Rolwaling,Khumbu-Rolwaling-Makalu,False,True,False,,Nepal only,Climbed,1955,Spring,PIMU55101,UK,"Peter Boultbee, Dennis Davis"
351,PISA,Pisang,Jong Ri,Damodar Himal (N of Marysangdi Valley),6091,Damodar,Annapurna-Damodar-Peri,False,False,True,,Nepal only,Climbed,1955,Spring,PISA55201,W Germany,Juergen Wellenkamp
352,PK04,Peak 4,Shershon Ri,Khumbu Himal (SE of Baruntse),6736,Khumbu,Khumbu-Rolwaling-Makalu,True,False,False,Opened in 2003,Nepal only,Unclimbed,0,Unknown,,,Unclimbed
353,PK29,Peak 29,"Ngadi Chuli, Dakura, Dr Harka Gurung Chuli",Manaslu Himal (S of Manaslu),7871,Manaslu/Mansiri,Manaslu-Ganesh,True,False,False,,Nepal only,Climbed,1979,Spring,PK2979101,Poland,"Ryszard Gajewski, Maciej Pawlikowski"
354,PK41,Peak 41,"""True"" Mera Peak",Khumbu Himal (ESE of Ama Dablam),6648,Khumbu,Khumbu-Rolwaling-Makalu,True,False,False,Opened in 2002,Nepal only,Climbed,2002,Autumn,PK4102301,Slovenia,"Matic Jost, Urban Golob, Uros Samec"
355,PKAR,Pankar Himal,,Manaslu Himal (ENE of Samagaon on Tibetan border),6264,Manaslu/Mansiri,Manaslu-Ganesh,True,False,False,Opened in 2014,Nepal & China,Climbed,2018,Spring,PKAR18101,Japan,"Yasuhiro Hanatani, Reo Chikara, Ryosuke Matsuyama, Daijo Saito, Tatsuro Sugimoto, Airi Watanabe"
356,PLNG,Palung,Palung Ri,North of Cho Oyu (in Tibet),7012,Khumbu,Khumbu-Rolwaling-Makalu,False,True,False,Peak entirely within China,China only,Climbed,1952,Spring,PLNG52101,New Zealand,"Edmund Hillary, George Lowe"
357,POIN,Pointed Peak,,"Khumbu Himal (N of Cholatse, S of Tshola La)",5850,Khumbu,Khumbu-Rolwaling-Makalu,False,True,False,,Nepal only,Climbed,1953,Spring,POIN53101,UK,"Wilfred Noyce, Michael Ward, Charles Wylie"
358,POKA,Pokalde,,Khumbu Himal (N of Ama Dablam),5780,Khumbu,Khumbu-Rolwaling-Makalu,False,False,True,,Nepal only,Climbed,1953,Spring,POKA53101,UK,"Tom Bourdillon, Wilfred Noyce, Michael Ward"
359,POKR,Pokharkang,Pokhar Khang,Damodar Himal (N of Pisang Peak),6372,Damodar,Annapurna-Damodar-Peri,True,False,False,Opened in 2002,Nepal only,Climbed,2002,Autumn,POKR02301,"UK, Nepal","Richard Scott, Dave Wynne-Jones, Kaji Sherpa"
360,POTA,Pota Himal North,Peak Hawley,Dhaulagiri Himal (NE of Putha Hiunchuli),6182,Dhaulagiri,Dhaulagiri-Mukut,True,False,False,Opened in 2014,Nepal only,Climbed,2008,Spring,POTA08101,France,Francois Damilano
361,PTHE,Pethangtse East,,Khumbu Himal (ESE of Pethangtse on Tibetan border),6572,Khumbu,Khumbu-Rolwaling-Makalu,True,False,False,Opened in 2014,Nepal & China,Climbed,2008,Spring,PTHE08101,UK,"Andrew Hughes, Alistair Barnard, Nichcolas Beighton, Chris Fawcett, Daniel Greig-Smith, Benjamin Sherwood"
362,PUCH,Punchen Himal,Puchen Himal,Shringi Himal (in Tsum Valley N of Pashuwo on Tibetan border),6049,Ganesh/Shringi,Manaslu-Ganesh,True,False,False,,Nepal & China,Unclimbed,0,Unknown,,,Unclimbed
363,PUMO,Pumori,,Khumbu Himal (WNW of Everest on Tibetan border),7138,Khumbu,Khumbu-Rolwaling-Makalu,True,False,False,,Nepal & China,Climbed,1962,Spring,PUMO62101,"W Germany, Switzerland","Gerhard Lenser, Ernst Farrer, Ueli Huerlemann, Hans Ruetzel"
364,PURB,Purbung Himal,Putrung,Damodar Himal (N of Chulu West),6500,Damodar,Annapurna-Damodar-Peri,True,False,False,Opened in 2002,Nepal only,Unclimbed,0,Unknown,,,Unclimbed
365,PURK,Purkhung,"Purkhang, Purkung",Damodar Himal (NE of Thorong La),6126,Damodar,Annapurna-Damodar-Peri,True,False,False,Opened in 2002,Nepal only,Climbed,2004,Summer,PURK04201,Japan,"Yuchiro Ishihara, Satoru Endo, Hirayusu Hatsushiya, Teryuki Iwasaki, Terukai Kubo, Kazuko Takano, Hiroshi Yumoto, Ang Kami, Da Chhemba, Gelu, Lhakpa Tenzi, Pema Tenji, Wongchu Sherpas"
366,PUTH,Putha Hiunchuli,Dhaulagiri VII,Dhaulagiri Himal (W of Churen Himal),7246,Dhaulagiri,Dhaulagiri-Mukut,True,False,False,,Nepal only,Climbed,1954,Autumn,PUTH54301,"UK, Nepal","J. O. M. Roberts, Ang Nyima Sherpa"
367,PYRM,Pyramid Peak,"Pathibhara Chuli, Pathibhara Khas",Jongsang Himal (N of Kangchenjunga on Indian border),7140,Jongsang,Kangchenjunga-Janak,True,False,False,,Nepal & India,Climbed,1993,Spring,PYRM93101,"Japan, India","Yoshio Ogata, Jot Singh Bhandari, Hiroshi Iwazaki, Phurba Lepcha, Sunder Singh Martolia, Lobsang Sherpa, Nobuhiro Shingo"
368,RAKS,Raksha Urai,Raksha Urai III,Raksha Urai Himal (ESE of Nampa),6609,Api/Byas Risi/Guras,Kanjiroba-Far West,True,False,False,,Nepal only,Climbed,2003,Autumn,RAKS03301,"France, Nepal","Arnaud Clere, Catherine Couland, Gael Faroux, Keshab Raj Gurung"
369,RAMC,Ramtang Chang,"Wedge Peak, Chang Himal",Kangchenjunga Himal (N of Ramtang),6802,Kangchenjunga/Simhalila,Kangchenjunga-Janak,True,False,False,Opened in 2002,Nepal only,Climbed,1974,Autumn,RAMC74301,Yugoslavia,"Janez Gradisar, Bojan Pollak, Michael Smolej"
370,RAMD,Ramdung,Ramdong Go,Rolwaling Himal (W of Tesi Laptsa),5900,Rolwaling,Khumbu-Rolwaling-Makalu,False,False,True,,Nepal only,Climbed,1952,Autumn,RAMD52301,"UK, Nepal","Tom MacKinnon, Dawa Tenzing Sherpa, Mingma Sherpa"
371,RAMT,Ramtang,,Kangchenjunga Himal (N of Kangbachen),6601,Kangchenjunga/Simhalila,Kangchenjunga-Janak,True,False,False,Opened in 1997,Nepal only,Climbed,1930,Spring,RAMT30101,"Austria, UK","Erwin Schneider, Frank Smythe"
372,RANI,Rani Peak,"Lidanda Peak, Himalchuli Northeast","Mansiri Himal (SE of Manaslu, NE of Himalchuli Main)",6693,Manaslu/Mansiri,Manaslu-Ganesh,False,True,False,,Nepal only,Climbed,1970,Spring,RANI70101,"Netherlands, Nepal","Herman Tollenaar, Ang Phurba Sherpa, Mingma Tsering Sherpa, Nima Dorje Sherpa"
373,RATC,Ratna Chuli,,Peri Himal (NW of Himlung on Tibetan border),7035,Peri,Annapurna-Damodar-Peri,True,False,False,Opened in 2002,Nepal & China,Climbed,1996,Autumn,RATC96301,"Japan, Nepal","Osamu Tanabe, Santa Bahadur Ale, Katsuhiko Sawada, Durge Bahadur Tamang, Tul Bahadur Tamang"
374,RATH,Rathong,,Simhalila Himal (SW of Kabru on Indian border),6682,Kangchenjunga/Simhalila,Kangchenjunga-Janak,True,False,False,,Nepal & India,Climbed,1964,Autumn,RATH64301,India,"H. P. S. Ahluwalia, Ang Kami Sherpa, Dorje Latoo Sherpa, Nawang Gombu Sherpa"
375,RAUN,Raungsiyar,,Rolwaling Himal (N of Pimu),6224,Rolwaling,Khumbu-Rolwaling-Makalu,True,False,False,Opened in 2014,Nepal only,Climbed,2015,Autumn,RAUN15301,Nepal,"Dawa Gyalje Sherpa, Nima Tenji Sherpa, Tashi Sherpa"
376,RHIM,Rhimbu,,Shringi Himal (S of Tobsar),6210,Ganesh/Shringi,Manaslu-Ganesh,True,False,False,Opened in 2014,Nepal only,Unclimbed,0,Unknown,,,Unclimbed
377,RIPI,Ripimo Shar,"Khang Karpo, Kang Karpo",Rolwaling Himal (S of Dingjung Ri on Tibetan border),6647,Rolwaling,Khumbu-Rolwaling-Makalu,True,False,False,Opened in 2014 (as Khang Karpo),Nepal & China,Climbed,1952,Spring,RIPI52101,UK,"Tom Bourdillon, Ray Colledge"
378,ROCN,Roc Noir,"Khangsar Kang, Khang Sar Khang",Annapurna Himal (ENE of Annapurna I),7485,Annapurna,Annapurna-Damodar-Peri,True,False,False,,Nepal only,Climbed,1969,Spring,ROCN69101,W Germany,"Reinhold Obster, Pit Schubert, Karl Winkler"
379,ROKA,Rokapi,Kapchuli,"Api Himal (S of Nampa, Bobaye and Jethi Bahurani)",6468,Api/Byas Risi/Guras,Kanjiroba-Far West,True,False,False,Opened in 2002,Nepal only,Climbed,1977,Autumn,ROKA77301,UK,"Thomas Herley, Kelvin McLane"
380,ROLK,Rolwaling Kang,Rolwaling Khang,Rolwaling Himal (NNE of Tarkago),6664,Rolwaling,Khumbu-Rolwaling-Makalu,True,False,False,Opened in 2014,Nepal only,Climbed,2016,Autumn,ROLK16301,Japan,"Yasuhiro Hanatani, Yuichiro Iida, Maho Ishio, Yohei Kayama, Keisuke Tsunoda, Takuya Yoshikawa"
381,ROLM,Rolmi,,Shringi Himal (S of Tobsar),6056,Ganesh/Shringi,Manaslu-Ganesh,True,False,False,Opened in 2014,Nepal only,Climbed,2017,Autumn,ROLM17301,Nepal,"Narendra Shahi, Iman Gurung, Samir Gurung"
382,ROMA,Roma,,Saipal Himal (SW of Saipal),5407,Saipal,Kanjiroba-Far West,True,False,False,Delisted in 2014,Nepal only,Unclimbed,0,Unknown,,,Unclimbed?
383,SAIE,Saipal East Humla,,Saipal Himal (NE of Saipal),6925,Saipal,Kanjiroba-Far West,True,False,False,,Nepal only,Climbed,1990,Autumn,SAIP90301,"Switzerland, Nepal","Jacques Montaz, Tendi Sherpa"
384,SAIP,Saipal,,Saipal Himal,7030,Saipal,Kanjiroba-Far West,True,False,False,,Nepal only,Climbed,1963,Autumn,SAIP63301,"Japan, Nepal","Katsuotoshi Hirabayashi, Pasang Phutar Sherpa (I)"
385,SALD,Saldim,Peak 5,Makalu Himal (ENE of Shershon village on Tibetan border),6374,Makalu,Khumbu-Rolwaling-Makalu,True,False,False,Opened in 2003,Nepal & China,Unclimbed,0,Unknown,,,Unclimbed
386,SALW,Saldim West,"Peak 5, Saldim Ri, Yaphu Ri",Makalu Himal (ENE of Shershon village on Tibetan border),6388,Makalu,Khumbu-Rolwaling-Makalu,True,False,False,Opened in 2003,Nepal & China,Climbed,2016,Autumn,SALW16301,Romania,"Vlad Capusan, Zolt Torok"
387,SAMD,Samdo,,Manaslu Himal (NNE of Panpoche 1 & 2 on Tibetan border),6335,Manaslu/Mansiri,Manaslu-Ganesh,True,False,False,Opened in 2003,Nepal & China,Climbed,2009,Autumn,SAMD09302,Japan,"Yasuke Kuramoto, Yoshitaka Kameoka, Kohei Kotani, Seiya Nakasukasa, Daisuke Nakatsuka, Hiroki Yamamoto"
388,SANB,Sano Bhrikuti,,Damodar Himal (ENE of Bhrikuti),6328,Damodar,Khumbu-Rolwaling-Makalu,False,True,False,,Nepal only,Climbed,2017,Spring,BHRS17101,Switzerland,"Erwin Jacomet, et al."
389,SANC,Sanctuary Peak,,Kanjiroba Himal (N of Kanjiroba North),6207,Kanjiroba,Kanjiroba-Far West,True,False,False,Opened in 2014,Nepal only,Unclimbed,0,Unknown,,,Unclimbed
390,SANK,Sano Kailash,,,6452,Damodar,Annapurna-Damodar-Peri,False,True,False,,Nepal only,Climbed,2019,Spring,SANK19101,"Austria, Nepal","Wolfgang Drexler, Lawang Tamang"
391,SARI,Saribung,Selibung,Damodar Himal (W of Bhrikuti),6328,Damodar,Annapurna-Damodar-Peri,True,False,False,Opened in 2002,Nepal only,Climbed,2003,Autumn,SARI03301,USA,"Jim Frush, Steve Furman"
392,SATO,Sat Peak,Sato Peak,Ohmi Kangri Himal (N of Sharphu range),6164,Janak/Ohmi Kangri,Kangchenjunga-Janak,True,False,False,Opened in 2002,Nepal only,Unclimbed,0,Unknown,,,Unclimbed?
393,SAUL,Saula,,Manaslu Himal (ENE of Samagaon on Tibetan border),6235,Manaslu/Mansiri,Manaslu-Ganesh,True,False,False,Opened in 2014,Nepal & China,Unclimbed,0,Unknown,,,Unclimbed
394,SHA2,Shartse II,Junction Peak,Khumbu Himal (E of Lhotse Shar on Tibetan border),7457,Khumbu,Khumbu-Rolwaling-Makalu,True,False,False,,Nepal & China,Climbed,1974,Spring,SHA274101,"Austria, W Germany","Kurt Diemburger, Hermann Warth"
395,SHAL,Shalbachum,"Salbachum, Phrul Rangtshan Ri",Langtang Himal (E of Langtang Lirung on Tibetan border),6707,Langtang,Langtang-Jugal,True,False,False,Opened in 2003,Nepal & China,Climbed,1959,Autumn,SHAL59301,"Japan, Nepal","Sadao Hojo, Tetsuro Terahata, Dawa Thondup Sherpa, Pasang Temba Sherpa"
396,SHAR,Shartse,"Peak 38, Shanti Shikhar",Khumbu Himal (E of Lhotse Shar on Tibetan border),7591,Khumbu,Khumbu-Rolwaling-Makalu,True,False,False,,Nepal & China,Unclimbed,0,Unknown,,,Unclimbed
397,SHER,Shershon,Peak 3,Makalu Himal (NE of Shershon village on Tibetan border),6432,Makalu,Khumbu-Rolwaling-Makalu,True,False,False,Opened in 2003,Nepal & China,Unclimbed,0,Spring,,,Unclimbed
398,SHEY,Shey Shikhar,Junction Peak,Kanjiroba Himal (SE of Kanjiroba and Tripura Hiunchuli),6139,Kanjiroba,Kanjiroba-Far West,True,False,False,,Nepal only,Climbed,2007,Summer,SHEY07201,Japan,Katsuhito Fujikawa
399,SHNW,Shershon Northwest,,Makalu Himal (NW of Shershon on Tibetan border),6682,Makalu,Khumbu-Rolwaling-Makalu,True,False,False,Opened in 2014,Nepal & China,Climbed,1980,Autumn,SHNW80301,"UK, France","Doug Scott, Roger Baxter-Jones, Georges Bettembourg"
400,SIMN,Simnang Himal,"P2, Simnang Himal East",Manaslu Himal (SE of Manaslu),6251,Manaslu/Mansiri,Manaslu-Ganesh,True,False,False,Opened in 2001,Nepal only,Climbed,2001,Spring,SIMN01101,Ukraine,"Mistislav Gorbenko, Vadim Leontiev, Sergei Pugachov, Mykhaylo Zagirnyak"
401,SING,Singu Chuli,Fluted Peak,Annapurna Himal (Annapurna Sanctuary),6501,Annapurna,Annapurna-Damodar-Peri,False,False,True,,Nepal only,Climbed,1957,Spring,SING57101,UK,"David Cox, Wilfred Noyce"
402,SISN,Sisne Himal,Hiunchuli Patan,Sisne Himal (SW of Juphal in Rukum),5911,Kanjiroba,Kanjiroba-Far West,True,False,False,,Nepal only,Climbed,2013,Spring,SISN13101,"Nepal, USA","Man Bahadur Khatri, Alonzo Lyons, Dbruba Bista, Mulal Gurung, Nilam Gurung, Ali Bahadur Khatri, Vinaya Jaya Malla, Amrit Sarki"
403,SITA,Sita Chuchura,,Mukut Himal (ENE of Dhaulagiri II near French Pass),6611,Mukut/Mustang,Dhaulagiri-Mukut,True,False,False,,Nepal only,Climbed,1970,Autumn,SITA70301,"Japan, Nepal","Masahiko Takahashi, Hiroshi Harada, Nobuyki Hirato, Phurba Kitar Sherpa"
404,SNOW,Snow Peak,,Dhaulagiri Himal (E of Dhaulagiri II),6530,Dhaulagiri,Dhaulagiri-Mukut,False,True,False,,Nepal only,Unclimbed,0,Unknown,,,Unclimbed
405,SOBI,Sobithongie,,Kangchenjunga Himal (W of Kumbhakarna),6652,Kangchenjunga/Simhalila,Kangchenjunga-Janak,True,False,False,Opened in 2002,Nepal only,Unclimbed,0,Unknown,,,Unclimbed
406,SPH1,Sharphu I,Tanga I,Ohmi Kangri Himal (WNW of Kangchenjunga),6433,Janak/Ohmi Kangri,Kangchenjunga-Janak,True,False,False,Opened in 2002,Nepal only,Climbed,1963,Autumn,SPH163301,Japan,"Takao Ishinabe, Chiharu Miyamoto, Yuzo Tatsumi"
407,SPH2,Sharphu II,Tanga II,Ohmi Kangri Himal (WNW of Kangchenjunga),6328,Janak/Ohmi Kangri,Kangchenjunga-Janak,True,False,False,Opened in 2002,Nepal only,Climbed,201,Autumn,SPH218301,USA,"Aivaras Sajus, Spencer Gray"
408,SPH3,Sharphu III,Marson,Ohmi Kangri Himal (WNW of Kangchenjunga),6220,Janak/Ohmi Kangri,Kangchenjunga-Janak,True,False,False,Opened in 2002,Nepal only,Unclimbed,0,Unknown,,,Unclimbed?
409,SPH4,Sharphu IV,Nupchu,Ohmi Kangri Himal (WNW of Kangchenjunga),6172,Janak/Ohmi Kangri,Kangchenjunga-Janak,True,False,False,Opened in 2002,Nepal only,Climbed,1962,Spring,SPH462101,Japan,"Takayuki Tsubaki, Chotare Sherpa"
410,SPH5,Sharphu V,Tanga III,Ohmi Kangri Himal (WNW of Kangchenjunga),6158,Janak/Ohmi Kangri,Kangchenjunga-Janak,True,False,False,Opened in 2002,Nepal only,Unclimbed,0,Unknown,,,Unclimbed?
411,SPH6,Sharphu VI,,Ohmi Kangri Himal (WNW of Kangchenjunga),6076,Janak/Ohmi Kangri,Kangchenjunga-Janak,True,False,False,Opened in 2002,Nepal only,Unclimbed,0,Unknown,,,Unclimbed?
412,SPHN,Sphinx,"Pathibhara Phurba, Pathibhara East",Jongsang Himal (NE of Pathibhara on Indian border),6825,Jongsang,Kangchenjunga-Janak,True,False,False,Opened in 2014,Nepal & India,Climbed,1936,Spring,SPHN36101,UK,"J. K. Cooke, Frederick S. Chapman, John B. Harrison"
413,SRKU,Serku Dolma,,Kanjiroba Himal (S of Tso Karpo Kang),6227,Kanjiroba,Kanjiroba-Far West,False,True,False,,Nepal only,Climbed,1973,Autumn,SRKU73301,"Japan, Nepal","Eiken Moriyama, Morihiro Takechi, Anu Sherpa"
414,SURM,Surma-Sarovar North,,Api Himal (SSE of Jethi Bahurani),6564,Api/Byas Risi/Guras,Kanjiroba-Far West,True,False,False,,Nepal only,Unclimbed,0,Unknown,,,Unclimbed
415,SWAK,Swaksa Kang,,Kanti Himal (SE of Kanti Himal peak on Tibetan border),6405,Kanti/Palchung,Kanjiroba-Far West,True,False,False,Opened in 2003,Nepal & China,Unclimbed,0,Unknown,,,Unclimbed
416,SWEL,Swelokhan,,Manaslu Himal (N of Samdo village on Tibetan border),6180,Manaslu/Mansiri,Manaslu-Ganesh,True,False,False,Opened in 2003,Nepal & China,Unclimbed,0,Unknown,,,Unclimbed
417,SYKG,Syaokang,,Ohmi Kangri Himal (SW of Ohmi Kangri near Tibetan border),5929,Janak/Ohmi Kangri,Kangchenjunga-Janak,True,False,False,,Nepal only,Climbed,2012,Autumn,SYKG12301,New Zealand,"John Cocks, Martin Hunter, Geoffrey Lamarche, Paul Maxim, Nick Schearer"
418,TAKL,Takla Kang,Takla Khang,Kanti Himal (SSE of Kanti Himal peak on Tibetan border),6276,Kanti/Palchung,Kanjiroba-Far West,True,False,False,Opened in 2014,Nepal & China,Unclimbed,0,Unknown,,,Unclimbed
419,TAKN,Takphu North,,Nalakankar Himal (on W Nepal/Tibetan border),6142,Nalakankar/Chandi/Changla,Kanjiroba-Far West,True,False,False,Opened in 2014,Nepal & China,Climbed,2016,Autumn,TAKN16301,"Germany, Nepal","Herbert Bader, Karl Henge, Tassilo Hock, Josef Knitz, Annabelle Rochelt, Alois Sinz, Bhai Krishna Khadka"
420,TAKP,Takphu Himal,,Nalakankar Himal (on W Nepal/Tibetan border),6395,Nalakankar/Chandi/Changla,Kanjiroba-Far West,True,False,False,Opened in 2003,Nepal & China,Climbed,2018,Autumn,TAKP18301,"UK, Germany","Ed Douglas, Christof Nettekoven, Bruce Normand"
421,TANK,Tankya I,,Kanti Himal (NE of Mariyang on Tibetan border),6305,Kanti/Palchung,Kanjiroba-Far West,True,False,False,Opened in 2014,Nepal & China,Unclimbed,0,Unknown,,,Unclimbed
422,TAPL,Taple Shikhar,Cross Peak,Kangchenjunga Himal (W of Nepal Peak),6447,Kangchenjunga/Simhalila,Kangchenjunga-Janak,True,False,False,Opened in 2002,Nepal only,Climbed,1998,Autumn,TAPL98301,"Japan, Nepal","Misako Miyazawa, Gumba Sherpa, Kancha Sunwar Sherpa, Pemba Lama Sherpa"
423,TARS,Tarke Kang Shar,Tare Kang,Annapurna Himal (E of Glacier Dome),7069,Annapurna,Annapurna-Damodar-Peri,False,True,False,,Nepal only,Climbed,1981,Autumn,TARS81301,"Italy, Nepal","Claudio Schranz, Marco Roncaglioni, Gianfranco Tagliaferri, Gombu Sherpa"
424,TASH,Tashi Kang,Tashi Khang,Mukut Himal (N of Dhampus Peak),6386,Mukut/Mustang,Dhaulagiri-Mukut,True,False,False,Opened in 2002,Nepal only,Climbed,2002,Summer,TASH02201,"Japan, Nepal","Yasue Mogi, Gyalzen Sherpa"
425,TAWA,Tawa,,Damodar Himal (NNE of Yakawa Kang),6110,Damodar,Annapurna-Damodar-Peri,False,True,False,,Nepal only,Climbed,2010,Autumn,TAWA10301,"Japan, Nepal","Mikio Iga, Kazuya Fujikura, Chhongba Sherpa, Lhakpa Sherpa"
426,TAWO,Tawoche,Taboche,Khumbu Himal (NW of Ama Dablam),6495,Khumbu,Khumbu-Rolwaling-Makalu,True,False,False,,Nepal only,Climbed,1974,Spring,TAWO74101,France,"Louis Dubost, Paul Gendre"
427,TENE,Tengi Ragi Tau East,,Rolwaling Himal (N of Tesi Laptsa),6675,Rolwaling,Khumbu-Rolwaling-Makalu,False,True,False,,Nepal only,Climbed,2005,Autumn,TENE05301,France,"Maxime Belleville, Julien Herry"
428,TENG,Tengkoma,Tang Kongma,Jongsang Himal (NW of Kangchenjunga),6215,Jongsang,Kangchenjunga-Janak,True,False,False,Opened in 1997,Nepal only,Climbed,1949,Spring,TENG49101,"Switzerland, Nepal","Alfred Sutter, Rene Dittert, Annelies Lohner, Jacob Pargaetzi-Almer, Edouard Wyss-Dunant, Pasang Sherpa"
429,TENR,Tengi Ragi Tau,"Agole, Angole",Rolwaling Himal (N of Tesi Laptsa),6938,Rolwaling,Khumbu-Rolwaling-Makalu,True,False,False,Opened in 2002,Nepal only,Climbed,2002,Winter,TENR02401,"Japan, Nepal","Koichi Ezaki, Ruchia Takahashi, Pasang Tamang, Tul Bahadur Tamang"
430,THAM,Thamserku,Tramserku,Khumbu Himal (SW of Ama Dablam),6618,Khumbu,Khumbu-Rolwaling-Makalu,True,False,False,,Nepal only,Climbed,1964,Autumn,THAM64301,New Zealand,"Lynn Crawford, Peter Farrell, John McKinnon, Richard Stewart"
431,THAR,Tharpu Chuli,Tent Peak,Annapurna Himal (Annapurna Sanctuary),5695,Annapurna,Annapurna-Damodar-Peri,False,False,True,,Nepal only,Climbed,1964,Autumn,THAR64301,Japan,"Masaaki Kimura, Kiyoo Shimada"
432,THOC,Thoche Go,,Peri Himal (SE of Cheo Himal on Tibetan border),6602,Peri,Annapurna-Damodar-Peri,True,False,False,Opened in 2014,Nepal & China,Unclimbed,0,Unknown,,,Unclimbed
433,THOR,Thorong Peak,Thorung Peak,"Muktinath Himal, south of Thorong La",6144,Annapurna,Annapurna-Damodar-Peri,True,False,False,,Nepal only,Climbed,2007,Autumn,THOR07301,"Japan, Nepal","Satoru Endo, Mikio Iga, Terue Katakura, Mitsukuni Oka, Rikio Takahashi, Hiroshi Yumoto, Gadjet Bis Gurung, Ang Dawa Tamang, Hit Bahadur Tamang, Pasang Tamang"
